Accession	BAPS_Group
ERR1514734	9
ERR1560799	9
ERR1560856	9
ERR1560873	9
ERR1602765	9
ERR1514730	9
ERR1514719	9
ERR1514726	9
ERR1469683	9
ERR1469682	9
ERR1514728	9
ERR1514737	9
ERR1514681	9
ERR1514676	9
ERR1528140	9
ERR1514674	9
ERR1528149	9
ERR1469699	9
ERR1514723	9
ERR1469693	9
ERR1469698	9
ERR1560909	9
ERR1514843	9
ERR1514729	9
ERR1469694	9
ERR388339	9
ERR388368	9
ERR388372	9
ERR388346	9
ERR388323	9
SRR5827049	9
SRR5827340	9
SRR1661232	9
SRR1661318	9
DRR124797	9
DRR124837	9
DRR124722	9
DRR124703	9
DRR124702	9
DRR124704	9
DRR124756	9
DRR124750	9
DRR124749	9
DRR124781	9
DRR124789	9
DRR124886	9
DRR124893	9
DRR124790	9
DRR124791	9
DRR124779	9
ERR3200913	9
GCGS0526	9
GCGS0357	9
SRR3360677	30
ERR1514782	30
ERR1602774	30
ERR1469578	30
ERR1469573	30
ERR1560911	30
ERR388356	30
SRR5827187	30
ERR1555198	30
ERR1549777	30
SRR3357260	30
SRR3357246	30
ERR1469744	30
ERR3200927	30
ERR2631732	30
ERR3200878	30
ERR3201195	30
ERR2631817	30
ERR3201369	30
GCGS0843	30
ERR3200814	30
ERR1560797	34
ERR1560828	34
ERR1560802	34
ERR1528236	34
ERR1514765	34
ERR1514789	34
ERR1555217	34
SRR3360734	34
SRR3360725	34
ERR2631731	34
ERR3201154	34
ERR3201223	34
ERR3201244	34
ERR1560944	34
ERR1514766	34
ERR1560815	34
ERR1560840	34
ERR1560830	34
ERR1602744	34
ERR1560875	34
ERR1602763	34
ERR1514838	34
SRR3360662	34
SRR1661260	34
SRR1661291	34
SRR1661321	34
ERR1528266	34
SRR5827160	34
SRR5827153	34
SRR5827305	34
SRR5827326	34
SRR5827276	34
SRR5827118	34
SRR5827121	34
ERR1555204	34
SRR1661180	34
SRR1661266	34
SRR1661267	34
ERR349893	34
SRR3361326	34
ERR3200881	34
ERR3201315	34
ERR3201314	34
GCGS0474	34
ERR1528196	34
GCGS0353	34
ERR3200930	34
GCGS0454	34
GCGS0257	34
ERR1555179	34
ERR1837114	34
ERR1204801	34
ERR3201247	34
SRR5827152	34
SRR5827231	34
SRR5827300	34
SRR5827197	34
SRR5827074	34
SRR5827317	34
SRR5827043	34
SRR5827059	34
SRR5827100	34
SRR5827391	34
SRR5827092	34
SRR5827108	34
SRR5827176	34
SRR5827274	34
SRR5827140	34
SRR5827349	34
SRR5827145	34
SRR5827415	34
SRR5827084	34
SRR5827055	34
ERR449497	34
ERR349979	34
SRR3360836	34
SRR3360876	34
ERR388400	41
ERR388371	41
ERR388336	41
ERR449482	41
ERR1528208	41
ERR1528195	41
GCGS0246	41
GCGS0244	41
SRR3360939	41
GCGS0294	41
GCGS0556	41
ERR2133894	41
ERR2133895	41
GCGS0266	41
SRR3360740	41
GCGS0256	41
GCGS1053	41
GCGS0465	41
GCGS0600	41
GCGS0623	41
SRR5827238	41
SRR5827368	41
SRR5827133	41
SRR5827154	41
SRR5827087	41
SRR5827177	41
SRR5827237	41
SRR5827287	41
SRR5827257	41
SRR5827288	41
SRR5827352	41
SRR5827166	41
SRR5827119	41
SRR5827125	41
SRR5827120	41
SRR5827046	41
SRR5827393	41
SRR5827387	41
SRR5827178	41
SRR5827117	41
SRR5827183	41
SRR5827150	41
SRR5827157	41
SRR5827130	41
SRR5827306	41
SRR5827036	41
SRR5827070	41
SRR5827051	41
SRR5827181	41
SRR5827180	41
ERR1528271	41
ERR1528278	41
ERR3200904	41
ERR2631831	41
GCGS0445	41
ERR3201118	41
ERR3201231	41
ERR3200842	41
ERR2631854	41
ERR2631853	41
ERR3200828	41
ERR3201362	41
ERR2631912	41
ERR2631843	41
ERR3201078	41
GCGS0373	41
GCGS0255	41
GCGS0453	41
ERR3201312	41
ERR2631951	41
ERR1204774	41
ERR1204797	41
ERR1204780	41
ERR2631872	41
ERR2631799	41
ERR1204781	41
ERR1204793	41
ERR3201311	41
ERR2631810	41
ERR3200919	41
ERR3201270	41
ERR1204775	41
ERR3201371	41
GCGS0263	41
ERR3200920	41
ERR3201184	41
ERR3201161	41
SRR1661275	41
