Node	Total SNPs	Num of SNPs inside recombinations	Num of SNPs outside recombinations	Num of Recombination Blocks	Bases in Recombinations	r/m	rho/theta	Genome Length	Bases in Clonal Frame
340	219	121	12	462531	1.809917	0.099174	2189292	1758052
817	529	288	22	439931	1.836806	0.076389	2196535	1784259
3249	2246	1003	50	417845	2.239282	0.049850	2199887	1915539
5	0	5	0	498913	0.000000	0.000000	2119032	1632306
886	791	95	21	498913	8.326316	0.221053	2120042	1655724
2	0	2	0	483240	0.000000	0.000000	2124042	1653585
72	66	6	3	483240	11.000000	0.500000	2126556	1662428
35	20	15	2	476496	1.333333	0.133333	2127375	1663225
473	387	86	17	486666	4.500000	0.197674	2120709	1661274
3	0	3	0	476496	0.000000	0.000000	2121745	1658900
92	39	53	6	476496	0.735849	0.113208	2131540	1668041
36	16	20	3	476496	0.800000	0.150000	2135437	1670801
38	16	22	3	476496	0.727273	0.136364	2135850	1671116
33	16	17	3	476496	0.941176	0.176471	2138118	1672147
57	44	13	4	476496	3.384615	0.307692	2138308	1672336
878	721	157	23	476496	4.592357	0.146497	2138744	1729178
4	0	4	0	500916	0.000000	0.000000	2106558	1623226
162	138	24	5	537261	5.750000	0.208333	2174322	1656072
3	0	3	0	532783	0.000000	0.000000	2115348	1602305
6	4	2	1	532783	2.000000	0.500000	2117709	1603964
28	18	10	2	532783	1.800000	0.200000	2179845	1660455
33	22	11	3	533018	2.000000	0.272727	2176154	1657803
3	0	3	0	533018	0.000000	0.000000	2165537	1648450
134	111	23	9	533018	4.826087	0.391304	2181932	1662643
76	60	16	6	533018	3.750000	0.375000	2184790	1663942
43	32	11	3	532917	2.909091	0.272727	2185764	1664878
159	130	29	7	532783	4.482759	0.241379	2189264	1675346
46	20	26	3	525012	0.769231	0.115385	2190731	1676153
0	0	0	0	529150	0.000000	0.000000	2113477	1603903
26	18	8	2	529150	2.250000	0.250000	2121188	1607266
4	0	4	0	528973	0.000000	0.000000	2107960	1599350
10	0	10	0	528973	0.000000	0.000000	2118236	1604907
106	97	9	4	528973	10.777778	0.444444	2126263	1615236
136	122	14	7	525012	8.714286	0.500000	2195411	1689596
56	47	9	3	511950	5.222222	0.333333	2195721	1690946
124	84	40	4	510889	2.100000	0.100000	2197646	1692869
56	49	7	2	511558	7.000000	0.285714	2127489	1631007
96	62	34	3	510889	1.823529	0.088235	2129046	1632323
40	13	27	2	510889	0.481481	0.074074	2200195	1694474
73	59	14	5	510889	4.214286	0.357143	2201490	1695839
1631	1490	141	32	578884	10.567376	0.226950	2107001	1612490
377	328	49	12	510803	6.693878	0.244898	2202928	1706572
59	32	27	4	500916	1.185185	0.148148	2202979	1706623
79	56	23	6	500916	2.434783	0.260870	2203185	1706775
382	291	91	12	500916	3.197802	0.131868	2203252	1706833
8	0	8	0	502058	0.000000	0.000000	2113136	1631083
4	0	4	0	502058	0.000000	0.000000	2118921	1635397
5	0	5	0	502058	0.000000	0.000000	2120918	1635975
126	91	35	8	502058	2.600000	0.228571	2180531	1691571
266	195	71	13	501142	2.746479	0.183099	2184726	1692481
375	295	80	15	500916	3.687500	0.187500	2204984	1717734
215	144	71	5	497590	2.028169	0.070423	2119156	1632057
301	255	46	13	497590	5.543478	0.282609	2126858	1646058
1027	882	145	29	490924	6.082758	0.200000	2206989	1744407
706	524	182	21	477588	2.879121	0.115385	2127948	1675023
950	779	171	26	464922	4.555555	0.152047	2209545	1794787
2778	1933	845	40	416334	2.287574	0.047337	2211608	1918188
1817	1128	689	32	468685	1.637155	0.046444	2125139	1719420
2145	1232	913	33	473741	1.349398	0.036145	2135128	1727470
2571	1635	936	35	416377	1.746795	0.037393	2147017	1820612
0	0	0	0	499598	0.000000	0.000000	2196586	1700636
19	12	7	2	499598	1.714286	0.285714	2202537	1707062
114	96	18	4	503038	5.333333	0.222222	2192114	1697648
65	41	24	2	498925	1.708333	0.083333	2194310	1699730
688	548	140	16	498907	3.914286	0.114286	2206865	1725059
437	339	98	17	488837	3.459184	0.173469	2187400	1707259
1350	1085	265	29	485183	4.094340	0.109434	2210566	1783476
1	0	1	0	528692	0.000000	0.000000	2186967	1665477
1171	870	301	28	528692	2.890365	0.093023	2189241	1690092
1081	746	335	25	505563	2.226866	0.074627	2207634	1734662
551	431	120	16	476716	3.591667	0.133333	2210846	1745648
638	460	178	17	483353	2.584270	0.095506	2188732	1726502
451	356	95	17	468809	3.747368	0.178947	2211081	1754035
924	777	147	25	460658	5.285714	0.170068	2214847	1788887
0	0	0	0	494207	0.000000	0.000000	2198238	1710898
21	17	4	1	494207	4.250000	0.250000	2200178	1712649
101	76	25	5	494207	3.040000	0.200000	2202796	1717648
136	103	33	4	491020	3.121212	0.121212	2205904	1724925
311	279	32	10	486389	8.718750	0.312500	2207897	1735630
871	672	199	23	476308	3.376884	0.115578	2210984	1743742
427	347	80	14	486011	4.337500	0.175000	2198376	1723087
17	7	10	1	482010	0.700000	0.100000	2196371	1720067
15	11	4	1	482010	2.750000	0.250000	2197765	1721383
4	0	4	0	482010	0.000000	0.000000	2198990	1722607
129	57	72	6	482010	0.791667	0.083333	2205353	1728289
288	231	57	15	482010	4.052631	0.263158	2210300	1741500
0	0	0	0	487816	0.000000	0.000000	2204263	1721526
22	11	11	2	487816	1.000000	0.181818	2205731	1722992
14	11	3	1	488024	3.666667	0.333333	2202090	1719650
3	0	3	0	488024	0.000000	0.000000	2203177	1720731
9	6	3	1	488024	2.000000	0.333333	2205822	1722277
9	0	9	0	488024	0.000000	0.000000	2210699	1726808
42	25	17	2	488024	1.470588	0.117647	2210852	1727147
153	118	35	8	487816	3.371428	0.228571	2213359	1743712
710	560	150	22	473486	3.733333	0.146667	2216313	1748969
731	559	172	23	471102	3.250000	0.133721	2221424	1769560
1296	916	380	20	511899	2.410526	0.052632	2191564	1721588
0	0	0	0	472781	0.000000	0.000000	2189606	1722229
531	354	177	13	472781	2.000000	0.073446	2204686	1753167
759	622	137	22	453754	4.540146	0.160584	2222648	1794491
361	280	81	14	429566	3.456790	0.172840	2227575	1799406
662	502	160	23	429548	3.137500	0.143750	2228200	1808461
1	0	1	0	501857	0.000000	0.000000	2188947	1693215
4	0	4	0	501857	0.000000	0.000000	2191253	1695345
3	0	3	0	501857	0.000000	0.000000	2191943	1696031
0	0	0	0	501857	0.000000	0.000000	2192248	1696333
1412	1137	275	36	501857	4.134545	0.130909	2192857	1723610
112	67	45	6	506742	1.488889	0.133333	2177435	1682219
493	357	136	11	506745	2.625000	0.080882	2193680	1720561
2	0	2	0	511559	0.000000	0.000000	2185581	1683086
669	596	73	15	511559	8.164384	0.205479	2185992	1701660
27	13	14	1	574702	0.928571	0.071429	2188039	1621911
1571	1273	298	31	574702	4.271812	0.104027	2188722	1692554
400	256	144	13	501959	1.777778	0.090278	2203469	1715299
289	217	72	11	493395	3.013889	0.152778	2206063	1725931
277	194	83	8	489606	2.337349	0.096386	2189525	1712960
92	43	49	3	485481	0.877551	0.061224	2191710	1715750
27	0	27	0	485115	0.000000	0.000000	2198748	1721790
115	84	31	7	485115	2.709677	0.225806	2210344	1735102
4	0	4	0	524145	0.000000	0.000000	2175821	1662367
1	0	1	0	524145	0.000000	0.000000	2188410	1674308
2	0	2	0	524145	0.000000	0.000000	2190513	1675971
277	247	30	11	524145	8.233334	0.366667	2191940	1693617
0	0	0	0	508714	0.000000	0.000000	2183507	1681158
124	105	19	4	518646	5.526316	0.210526	2189962	1687721
408	349	59	12	508714	5.915254	0.203390	2195615	1693118
1	0	1	0	508174	0.000000	0.000000	2192122	1691667
0	0	0	0	508174	0.000000	0.000000	2193529	1693062
134	105	29	7	508174	3.620690	0.241379	2209739	1707099
136	79	57	4	507926	1.385965	0.070175	2211679	1708553
155	107	48	4	507926	2.229167	0.083333	2211884	1718559
54	23	31	2	498127	0.741935	0.064516	2212601	1718951
123	101	22	3	557917	4.590909	0.136364	2190285	1642794
141	123	18	3	557391	6.833333	0.166667	2185347	1638918
574	492	82	14	556361	6.000000	0.170732	2192968	1681501
8	5	3	1	520938	1.666667	0.333333	2179919	1668872
0	0	0	0	520938	0.000000	0.000000	2189514	1677243
2	0	2	0	520938	0.000000	0.000000	2192769	1680115
1	0	1	0	520938	0.000000	0.000000	2194978	1682001
0	0	0	0	520938	0.000000	0.000000	2196303	1683315
295	230	65	10	520938	3.538461	0.153846	2196657	1684695
404	310	94	11	519913	3.297872	0.117021	2200640	1710318
59	42	17	4	498127	2.470588	0.235294	2214810	1721075
30	25	5	4	501388	5.000000	0.800000	2182928	1690940
24	14	10	2	501541	1.400000	0.200000	2188975	1696588
4	0	4	0	501090	0.000000	0.000000	2190129	1697729
11	0	11	0	501090	0.000000	0.000000	2180436	1688005
1	0	1	0	501090	0.000000	0.000000	2192321	1699513
33	0	33	0	501090	0.000000	0.000000	2192594	1699770
65	27	38	3	501090	0.710526	0.078947	2194893	1704866
18	5	13	1	498127	0.384615	0.076923	2214996	1721259
319	278	41	16	498127	6.780488	0.390244	2215262	1739596
137	94	43	7	480058	2.186047	0.162791	2217677	1741657
1270	932	338	32	480058	2.757396	0.094675	2218574	1748649
2101	1718	383	40	473436	4.485640	0.104439	2224769	1805065
646	460	186	27	420958	2.473118	0.145161	2229143	1854494
1715	1041	674	30	375692	1.544510	0.044510	2229560	1875841
725	597	128	26	527659	4.664062	0.203125	2122625	1626119
779	637	142	26	512360	4.485916	0.183099	2131471	1651354
699	625	74	19	489939	8.445946	0.256757	2138600	1672173
21	5	16	1	518027	0.312500	0.062500	2128024	1626005
54	30	24	4	518027	1.250000	0.166667	2130548	1628577
9	6	3	1	534073	2.000000	0.333333	2117852	1604929
415	315	100	16	534073	3.150000	0.160000	2122391	1621239
767	697	70	18	614204	9.957143	0.257143	2113526	1556927
840	739	101	24	579193	7.316832	0.237624	2119694	1586539
854	757	97	25	554377	7.804124	0.257732	2130559	1626310
330	285	45	14	520436	6.333333	0.311111	2137401	1635331
160	124	36	8	517759	3.444444	0.222222	2141459	1638249
0	0	0	0	527188	0.000000	0.000000	2119125	1612284
289	220	69	15	527188	3.188406	0.217391	2123340	1614327
241	182	59	15	527652	3.084746	0.254237	2128540	1628948
100	58	42	4	517525	1.380952	0.095238	2130862	1629738
0	0	0	0	528536	0.000000	0.000000	2120429	1611310
248	211	37	9	528536	5.702703	0.243243	2129285	1626802
6	0	6	0	519775	0.000000	0.000000	2123987	1622754
0	0	0	0	519779	0.000000	0.000000	2129313	1625003
7	0	7	0	519545	0.000000	0.000000	2118813	1617853
0	0	0	0	519545	0.000000	0.000000	2121358	1619908
1	0	1	0	519779	0.000000	0.000000	2131912	1627310
14	6	8	1	519779	0.750000	0.125000	2137591	1632492
3	0	3	0	519779	0.000000	0.000000	2137787	1632625
163	140	23	8	519779	6.086957	0.347826	2138108	1634961
103	85	18	9	517763	4.722222	0.500000	2141659	1637762
431	387	44	12	517763	8.795455	0.272727	2147607	1647048
842	727	115	25	579235	6.321739	0.217391	2124520	1601122
367	297	70	16	539542	4.242857	0.228571	2130680	1632223
27	16	11	1	519432	1.454545	0.090909	2102367	1602679
18	12	6	1	519432	2.000000	0.166667	2109093	1608507
21	9	12	2	519432	0.750000	0.166667	2116240	1614083
60	37	23	4	519666	1.608696	0.173913	2119821	1616483
9	0	9	0	518771	0.000000	0.000000	2114363	1612860
14	7	7	1	519664	1.000000	0.142857	2120203	1617693
122	95	27	5	519665	3.518518	0.185185	2121917	1618764
209	187	22	6	533990	8.500000	0.272727	2118630	1613959
100	68	32	2	521548	2.125000	0.062500	2123067	1616692
138	96	42	4	521836	2.285714	0.095238	2125675	1621039
1	0	1	0	519448	0.000000	0.000000	2112904	1610764
1	0	1	0	520110	0.000000	0.000000	2118584	1616134
362	319	43	11	522334	7.418605	0.255814	2123311	1619478
46	11	35	2	520348	0.314286	0.057143	2133589	1628834
38	25	13	2	519996	1.923077	0.153846	2133927	1629050
118	107	11	5	519996	9.727273	0.454545	2134344	1629344
425	392	33	6	530442	11.878788	0.181818	2122060	1620428
140	115	25	5	520050	4.600000	0.200000	2135291	1629987
89	61	28	6	520044	2.178571	0.214286	2138626	1632945
52	26	26	4	519725	1.000000	0.153846	2139857	1634035
20	9	11	1	519725	0.818182	0.090909	2140427	1634596
0	0	0	0	544976	0.000000	0.000000	2107712	1583902
0	0	0	0	552515	0.000000	0.000000	2103655	1573182
249	206	43	11	552515	4.790698	0.255814	2113064	1587684
773	751	22	11	544976	34.136364	0.500000	2120699	1603552
21	13	8	2	533869	1.625000	0.250000	2125234	1608440
6	0	6	0	532733	0.000000	0.000000	2125836	1609002
621	595	26	17	532734	22.884615	0.653846	2127023	1622530
13	6	7	1	519725	0.857143	0.142857	2141700	1635390
23	13	10	2	519432	1.300000	0.200000	2113887	1612014
51	23	28	3	519725	0.821429	0.107143	2141743	1635433
589	510	79	15	566782	6.455696	0.189873	2126591	1611574
431	350	81	12	567471	4.320988	0.148148	2118728	1602736
93	27	66	3	532633	0.409091	0.045455	2127396	1610908
0	0	0	0	535524	0.000000	0.000000	2124961	1607799
378	316	62	13	535524	5.096774	0.209677	2132794	1616628
77	61	16	7	532865	3.812500	0.437500	2136917	1619088
360	321	39	15	532821	8.230769	0.384615	2140558	1625279
295	263	32	15	529893	8.218750	0.468750	2140859	1635514
34	14	20	2	519725	0.700000	0.100000	2145116	1638219
246	212	34	7	519725	6.235294	0.205882	2145140	1644052
207	178	29	11	513917	6.137931	0.379310	2146963	1645822
0	0	0	0	524263	0.000000	0.000000	2120025	1612773
0	0	0	0	524926	0.000000	0.000000	2116543	1610119
0	0	0	0	524926	0.000000	0.000000	2123151	1615249
0	0	0	0	524925	0.000000	0.000000	2113730	1605993
2	0	2	0	524925	0.000000	0.000000	2118139	1609699
23	15	8	3	524926	1.875000	0.375000	2127606	1620207
202	182	20	5	525374	9.100000	0.250000	2123733	1617826
82	67	15	5	522780	4.466667	0.333333	2124687	1618657
2	0	2	0	522771	0.000000	0.000000	2119029	1612606
10	7	3	1	522773	2.333333	0.333333	2122401	1615497
8	0	8	0	522539	0.000000	0.000000	2113940	1609819
12	0	12	0	522539	0.000000	0.000000	2120443	1615099
0	0	0	0	522773	0.000000	0.000000	2126455	1618372
3	0	3	0	522773	0.000000	0.000000	2127731	1619587
14	7	7	1	522773	1.000000	0.142857	2128092	1619874
34	17	17	2	522780	1.000000	0.117647	2131764	1623319
8	0	8	0	522781	0.000000	0.000000	2133274	1624707
259	243	16	5	529379	15.187500	0.312500	2126282	1619033
9	0	9	0	522539	0.000000	0.000000	2123022	1617989
21	10	11	2	522539	0.909091	0.181818	2130521	1622923
8	5	3	1	522781	1.666667	0.333333	2136164	1627424
2	0	2	0	522781	0.000000	0.000000	2137794	1628809
2	0	2	0	522781	0.000000	0.000000	2137912	1628920
2	0	2	0	522781	0.000000	0.000000	2138350	1629352
3	0	3	0	522781	0.000000	0.000000	2138477	1629470
1	0	1	0	522781	0.000000	0.000000	2138629	1629616
380	314	66	7	522781	4.757576	0.106061	2138694	1635363
102	55	47	4	516899	1.170213	0.085106	2125193	1624914
205	163	42	10	517100	3.880952	0.238095	2142854	1642289
897	791	106	18	545392	7.462264	0.169811	2123328	1604648
550	461	89	14	535508	5.179775	0.157303	2130309	1631432
282	244	38	10	513624	6.421052	0.263158	2189799	1679298
203	167	36	10	513866	4.638889	0.277778	2199361	1687415
57	33	24	5	513920	1.375000	0.208333	2204332	1691546
96	81	15	2	576352	5.400000	0.133333	2122706	1570838
1386	1180	206	30	576352	5.728155	0.145631	2125147	1620123
591	515	76	16	522738	6.776316	0.210526	2135004	1636715
177	145	32	13	513920	4.531250	0.406250	2206334	1693507
100	67	33	6	572459	2.030303	0.181818	2181288	1617369
287	247	40	7	574169	6.175000	0.175000	2182218	1615411
791	633	158	23	573000	4.006329	0.145570	2191921	1639210
543	411	132	19	557098	3.113636	0.143939	2126162	1586230
732	595	137	24	557994	4.343066	0.175182	2199019	1664143
157	138	19	2	545009	7.263158	0.105263	2124212	1602243
110	87	23	5	537723	3.782609	0.217391	2125357	1604733
45	27	18	3	537723	1.500000	0.166667	2127308	1606366
42	22	20	2	538385	1.100000	0.100000	2131703	1609381
60	25	35	3	538385	0.714286	0.085714	2122856	1601609
53	34	19	4	538385	1.789474	0.210526	2132915	1610813
183	141	42	8	538006	3.357143	0.190476	2203711	1675121
276	198	78	12	543962	2.538461	0.153846	2129667	1612504
8	0	8	0	533550	0.000000	0.000000	2112734	1597762
35	0	35	0	533550	0.000000	0.000000	2115291	1600159
79	51	28	4	533554	1.821429	0.142857	2132192	1614855
0	0	0	0	538009	0.000000	0.000000	2114632	1593008
13	6	7	1	538009	0.857143	0.142857	2121543	1599083
198	178	20	7	538009	8.900000	0.350000	2125056	1602085
36	23	13	4	538980	1.769231	0.307692	2117182	1596230
89	77	12	3	538980	6.416667	0.250000	2125159	1602718
1	0	1	0	556476	0.000000	0.000000	2114774	1576343
0	0	0	0	556476	0.000000	0.000000	2117161	1578078
254	234	20	11	556476	11.700000	0.550000	2121386	1598282
2	0	2	0	538832	0.000000	0.000000	2118841	1596206
3	0	3	0	538832	0.000000	0.000000	2121620	1598777
9	9	0	1	539066	0.000000	0.000000	2126555	1602649
161	112	49	5	548501	2.285714	0.102041	2120888	1601289
8	0	8	0	539066	0.000000	0.000000	2130520	1606190
2	0	2	0	539067	0.000000	0.000000	2131427	1606983
21	10	11	1	539075	0.909091	0.090909	2132274	1607685
196	181	15	7	539075	12.066667	0.466667	2134860	1610257
251	211	40	10	538860	5.275000	0.250000	2136042	1616200
211	167	44	9	533858	3.795455	0.204545	2136801	1616741
14	6	8	1	533555	0.750000	0.125000	2123418	1608090
0	0	0	0	559004	0.000000	0.000000	2122305	1581380
12	5	7	1	559004	0.714286	0.142857	2124402	1582502
140	119	21	9	559004	5.666667	0.428571	2129933	1586792
72	45	27	5	561811	1.666667	0.185185	2116777	1578156
996	963	33	11	558561	29.181818	0.333333	2132103	1613177
414	348	66	7	540853	5.272727	0.106061	2130585	1605187
1	0	1	0	587561	0.000000	0.000000	2110271	1547857
820	785	35	19	587565	22.428572	0.542857	2113809	1590243
75	56	19	6	545467	2.947368	0.315789	2128325	1603837
101	60	41	7	542315	1.463415	0.170732	2130149	1605040
428	359	69	10	541145	5.202899	0.144928	2132076	1606257
495	437	58	10	541145	7.534483	0.172414	2137593	1617993
66	54	12	4	533842	4.500000	0.333333	2140561	1620418
77	46	31	4	533842	1.483871	0.129032	2140651	1620435
84	58	26	5	533843	2.230769	0.192308	2140794	1620503
66	27	39	2	533847	0.692308	0.051282	2142727	1621965
32	12	20	1	533847	0.600000	0.050000	2144174	1623377
167	129	38	6	533847	3.394737	0.157895	2144772	1623886
139	83	56	6	533847	1.482143	0.107143	2144782	1626101
211	134	77	7	531635	1.740260	0.090909	2146599	1627910
321	275	46	15	531635	5.978261	0.326087	2210094	1697938
127	80	47	6	513921	1.702128	0.127660	2215818	1702638
279	220	59	12	513921	3.728814	0.203390	2218513	1706176
231	176	55	10	512896	3.200000	0.181818	2218548	1714483
1101	964	137	24	504589	7.036496	0.175182	2218589	1744260
358	267	91	12	474853	2.934066	0.131868	2220577	1750816
725	589	136	22	470283	4.330883	0.161765	2220657	1784327
3023	2437	586	45	436854	4.158703	0.076792	2222964	1869903
1367	868	499	33	354015	1.739479	0.066132	2230820	1898442
1195	767	428	31	332431	1.792056	0.072430	2230825	1936321
952	469	483	22	294503	0.971014	0.045549	2230886	1945356
1099	607	492	29	285530	1.233740	0.058943	2230886	1967425
892	392	500	19	263465	0.784000	0.038000	2231133	1994295
2288	927	1361	25	236846	0.681117	0.018369	2231133	2054924
1651	623	1028	26	176223	0.606031	0.025292	2231723	2095248
2062	815	1247	24	136451	0.653569	0.019246	2231736	2231736
3346	1210	2136	30	360798	0.566479	0.014045	2139426	1820773
214	123	91	8	445942	1.351648	0.087912	2158834	1728756
757	514	243	17	439692	2.115226	0.069959	2163689	1752451
1337	943	394	24	419473	2.393401	0.060914	2168911	1807564
24	0	24	0	455143	0.000000	0.000000	2094349	1651739
14	6	8	1	455151	0.750000	0.125000	2097177	1654315
769	536	233	24	455384	2.300429	0.103004	2100645	1673573
53	40	13	2	473073	3.076923	0.153846	2145342	1680425
1067	789	278	27	473351	2.838130	0.097122	2147219	1716371
1800	1313	487	34	439430	2.696099	0.069815	2174646	1812244
2927	1114	1813	32	367718	0.614451	0.017650	2186615	1856557
4235	2098	2137	42	333711	0.981750	0.019654	2200343	1982552
16	0	16	0	495368	0.000000	0.000000	2140973	1671182
15	0	15	0	495368	0.000000	0.000000	2144478	1675188
19	0	19	0	495368	0.000000	0.000000	2149480	1678481
27	0	27	0	495368	0.000000	0.000000	2140151	1670431
44	19	25	2	495466	0.760000	0.080000	2146828	1675998
45	11	34	1	495368	0.323529	0.029412	2155885	1684076
113	84	29	4	495368	2.896552	0.137931	2158366	1688972
169	75	94	6	492649	0.797872	0.063830	2161658	1691776
9	0	9	0	492411	0.000000	0.000000	2148481	1680033
32	0	32	0	492411	0.000000	0.000000	2151626	1682442
45	16	29	2	492411	0.551724	0.068966	2152415	1682918
114	56	58	4	492411	0.965517	0.068966	2158844	1688535
152	73	79	6	492411	0.924051	0.075949	2161487	1690277
1712	1330	382	37	492411	3.481675	0.096859	2168562	1757545
1716	1158	558	32	506089	2.075269	0.057348	2152447	1693783
1934	1313	621	33	475899	2.114332	0.053140	2173490	1762761
1186	846	340	28	424190	2.488235	0.082353	2190324	1820774
9	0	9	0	502548	0.000000	0.000000	2153944	1670092
120	103	17	3	502548	6.058824	0.176471	2156536	1671451
3	0	3	0	502548	0.000000	0.000000	2158044	1672911
8	0	8	0	502548	0.000000	0.000000	2159238	1673457
639	517	122	20	502548	4.237705	0.163934	2162145	1702461
537	473	64	17	472793	7.390625	0.265625	2167911	1722134
607	515	92	18	458121	5.597826	0.195652	2169126	1738699
2793	1796	997	33	442638	1.801404	0.033099	2174721	1802174
1131	667	464	19	377623	1.437500	0.040948	2202844	1856961
3330	1752	1578	39	348024	1.110266	0.024715	2205150	1937677
701	530	171	19	491913	3.099415	0.111111	2153800	1708595
0	0	0	0	486108	0.000000	0.000000	2156107	1683246
1	0	1	0	486108	0.000000	0.000000	2160178	1686989
609	422	187	19	486108	2.256685	0.101604	2167669	1716804
2091	1320	771	34	462758	1.712062	0.044099	2177574	1801034
3181	1704	1477	34	385897	1.153690	0.023020	2187018	1846679
2898	1758	1140	41	470748	1.542105	0.035965	2142314	1773539
228	105	123	9	428396	0.853659	0.073171	2154765	1738627
110	0	110	0	427604	0.000000	0.000000	2147035	1731186
416	205	211	9	427639	0.971564	0.042654	2160506	1753144
235	72	163	4	429653	0.441718	0.024540	2149619	1730662
302	57	245	3	429653	0.232653	0.012245	2157382	1738168
232	80	152	9	429653	0.526316	0.059211	2159966	1741498
245	67	178	6	428273	0.376404	0.033708	2163327	1753989
163	101	62	9	419034	1.629032	0.145161	2165094	1756284
159	76	83	5	418447	0.915663	0.060241	2174139	1767947
2192	964	1228	25	415165	0.785016	0.020358	2178940	1805864
3148	1421	1727	33	382388	0.822814	0.019108	2188972	1850236
2126	1034	1092	33	347000	0.946886	0.030220	2202364	1901729
2556	1234	1322	33	305181	0.933434	0.024962	2207545	1940888
1853	891	962	28	269172	0.926195	0.029106	2215837	1995829
2094	867	1227	29	220473	0.706601	0.023635	2216527	2042082
3	0	3	0	371979	0.000000	0.000000	2142695	1783090
6	0	6	0	371979	0.000000	0.000000	2143883	1784240
483	334	149	12	423240	2.241611	0.080537	2144863	1784783
79	51	28	5	371979	1.821429	0.178571	2152492	1791833
29	7	22	1	371423	0.318182	0.045455	2159001	1797966
427	304	123	15	371423	2.471545	0.121951	2160704	1821579
4881	2604	2277	52	349317	1.143610	0.022837	2164313	1932479
34	20	14	2	497315	1.428571	0.142857	2147770	1665810
20	12	8	2	497323	1.500000	0.250000	2154606	1671166
9	6	3	1	497326	2.000000	0.333333	2155629	1672104
1434	1177	257	28	497583	4.579767	0.108949	2158177	1745126
1003	620	383	21	476720	1.618799	0.054830	2156952	1715565
649	533	116	16	454148	4.594828	0.137931	2168438	1731315
43	15	28	3	484444	0.535714	0.107143	2150417	1680896
218	182	36	6	484480	5.055555	0.166667	2155841	1694021
20	0	20	0	484501	0.000000	0.000000	2156854	1686880
170	132	38	10	484539	3.473684	0.263158	2160893	1699043
917	725	192	19	476296	3.776042	0.098958	2165933	1730477
540	421	119	14	449454	3.537815	0.117647	2180413	1765028
296	203	93	11	427245	2.182796	0.118280	2180891	1765353
888	626	262	24	427192	2.389313	0.091603	2186046	1829047
3468	2016	1452	36	362020	1.388430	0.024793	2188562	1878940
855	732	123	24	588216	5.951220	0.195122	2088173	1624125
75	61	14	3	492625	4.357143	0.214286	2086239	1609269
20	18	2	1	490214	9.000000	0.500000	2090143	1613101
97	77	20	5	490234	3.850000	0.250000	2099278	1633149
47	27	20	4	478697	1.350000	0.200000	2102310	1637142
3323	2271	1052	44	477562	2.158745	0.041825	2112430	1758158
11	6	5	1	516348	1.200000	0.200000	2146064	1642420
3592	2447	1145	51	516348	2.137118	0.044541	2149731	1765590
0	0	0	0	537127	0.000000	0.000000	2138934	1613417
4	0	4	0	537131	0.000000	0.000000	2144119	1617488
2638	2150	488	46	537619	4.405738	0.094262	2149275	1707467
28	8	20	1	468669	0.400000	0.050000	2148439	1685935
382	240	142	13	468669	1.690141	0.091549	2153250	1708020
123	40	83	4	485925	0.481928	0.048193	2154570	1682714
623	534	89	26	482039	6.000000	0.292135	2163445	1717590
393	316	77	18	543230	4.103896	0.233766	2150478	1641302
209	150	59	8	525762	2.542373	0.135593	2155133	1644785
0	0	0	0	527264	0.000000	0.000000	2146048	1635701
168	151	17	4	527264	8.882353	0.235294	2151491	1641822
278	220	58	7	527264	3.793103	0.120690	2156779	1645770
97	69	28	5	527264	2.464286	0.178571	2159025	1649281
62	35	27	4	525733	1.296296	0.148148	2168108	1655408
119	83	36	6	532248	2.305556	0.166667	2149459	1639793
475	431	44	14	525733	9.795455	0.318182	2170663	1664977
143	110	33	7	521089	3.333333	0.212121	2129071	1625703
10	0	10	0	525813	0.000000	0.000000	2144042	1633782
56	44	12	2	525813	3.666667	0.166667	2145949	1635333
1	0	1	0	525813	0.000000	0.000000	2140037	1629835
2	0	2	0	525813	0.000000	0.000000	2141727	1630946
85	76	9	4	525813	8.444445	0.444444	2145142	1634189
84	73	11	2	525813	6.636364	0.181818	2151003	1639299
96	75	21	5	525150	3.571429	0.238095	2154223	1642463
35	22	13	2	534255	1.692308	0.153846	2142751	1625543
99	65	34	8	534255	1.911765	0.235294	2146880	1636447
30	17	13	2	525150	1.307692	0.153846	2158821	1646508
236	184	52	11	525150	3.538461	0.211538	2159239	1650988
208	166	42	9	521089	3.952381	0.214286	2163133	1654847
23	7	16	1	577592	0.437500	0.062500	2149881	1592676
8	0	8	0	577304	0.000000	0.000000	2146350	1589003
65	53	12	4	577304	4.416667	0.333333	2150243	1591969
26	25	1	3	577304	25.000000	3.000000	2153521	1595167
11	0	11	0	577304	0.000000	0.000000	2159283	1599348
21	10	11	1	577304	0.909091	0.090909	2159947	1599682
126	97	29	7	577304	3.344828	0.241379	2163336	1601876
20	11	9	2	580749	1.222222	0.222222	2145243	1585548
101	84	17	7	580749	4.941176	0.411765	2149595	1590389
1251	1106	145	37	577304	7.627586	0.255172	2165983	1659241
80	50	30	1	518408	1.666667	0.033333	2175653	1666136
180	146	34	11	518343	4.294117	0.323529	2176100	1666578
526	445	81	22	518343	5.493827	0.271605	2183702	1682545
276	257	19	4	626880	13.526316	0.210526	2148612	1548991
42	25	17	2	623863	1.470588	0.117647	2155135	1554863
55	39	16	2	623863	2.437500	0.125000	2159270	1558362
42	28	14	3	623863	2.000000	0.214286	2160798	1558961
